"gene_id","symbol","name","kegg"
"30946","Abt1","activator of basal transcription 1","NA"
"30947","Adat1","adenosine deaminase, tRNA-specific 1","NA"
"30948","Bin1","bridging integrator 1","NA"
"30949","Lcmt1","leucine carboxyl methyltransferase 1","NA"
"30951","Cbx8","chromobox homolog 8 (Drosophila Pc class)","NA"
"30952","Cngb3","cyclic nucleotide gated channel beta 3","NA"
"30953","Schip1","schwannomin interacting protein 1","NA"
"30954","Siva1","SIVA1, apoptosis-inducing factor","NA"
"30955","Pik3cg","phosphoinositide-3-kinase, catalytic, gamma polypeptide","00562; 04012; 04062; 04070; 04150; 04210; 04370; 04380; 04510; 04620; 04630; 04650; 04660; 04662; 04664; 04666; 04670; 04722; 04810; 04910; 04914; 04930; 04960; 04973; 05100; 05142; 05145; 05146; 05160; 05200; 05210; 05211; 05212; 05213; 05214; 05215; 05218; 05220; 05221; 05222; 05223"
"30956","Aass","aminoadipate-semialdehyde synthase","00300; 00310; 01100"
"30957","Mapk8ip3","mitogen-activated protein kinase 8 interacting protein 3","04010"
"30959","Ddx25","DEAD (Asp-Glu-Ala-Asp) box polypeptide 25","NA"
"30960","Vapa","vesicle-associated membrane protein, associated protein A","04530"
"30962","Slc7a9","solute carrier family 7 (cationic amino acid transporter, y+ system), member 9","04974"
"30963","Ptpla","protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a","NA"
"30964","Rps12-ps1","ribosomal protein S12, pseudogene 1","NA"
"50490","Nox4","NADPH oxidase 4","NA"
"50492","Thop1","thimet oligopeptidase 1","04614; 05143"
"50493","Txnrd1","thioredoxin reductase 1","00240; 00450"
"50496","E2f6","E2F transcription factor 6","NA"
"50497","Hspa14","heat shock protein 14","NA"
"50498","Ebi3","Epstein-Barr virus induced gene 3","NA"
"50500","Ttpa","tocopherol (alpha) transfer protein","NA"
"50501","Prok2","prokineticin 2","NA"
"50505","Ercc4","excision repair cross-complementing rodent repair deficiency, complementation group 4","03420"
"50510","Igk-Eik","immunoglobulin kappa chain, enhancer intronic","NA"
"50518","a","nonagouti","04916"
"50523","Lats2","large tumor suppressor 2","NA"
"50524","Sall2","sal-like 2 (Drosophila)","NA"
"50525","Spag6","sperm associated antigen 6","NA"
"50527","Ero1l","ERO1-like (S. cerevisiae)","04141"
"50528","Tmprss2","transmembrane protease, serine 2","NA"
"50529","Mrps7","mitchondrial ribosomal protein S7","NA"
"50530","Mfap5","microfibrillar associated protein 5","NA"
"50540","Igbp1b","immunoglobulin (CD79A) binding protein 1b","NA"
"50701","Elane","elastase, neutrophil expressed","05322"
"50702","Cfhr1","complement factor H-related 1","NA"
"50706","Postn","periostin, osteoblast specific factor","NA"
"50708","Hist1h1c","histone cluster 1, H1c","NA"
"50709","Hist1h1e","histone cluster 1, H1e","NA"
"50720","Sacs","sacsin","NA"
"50721","Sirt6","sirtuin 6 (silent mating type information regulation 2, homolog) 6 (S. cerevisiae)","NA"
"50722","Dkkl1","dickkopf-like 1","NA"
"50723","Icosl","icos ligand","04514; 04672"
"50724","Sap30l","SAP30-like","NA"
"50740","AF007000","EST AF007000","NA"
"50753","Fbxo8","F-box protein 8","NA"
"50754","Fbxw7","F-box and WD-40 domain protein 7","04120"
"50755","Fbxo18","F-box protein 18","NA"
"50757","Fbxw14","F-box and WD-40 domain protein 14","NA"
"50758","Fbxl17","F-box and leucine-rich repeat protein 17","NA"
"50759","Fbxo16","F-box protein 16","NA"
"50760","Fbxo17","F-box protein 17","NA"
"50762","Fbxo6","F-box protein 6","04141"
"50764","Fbxo15","F-box protein 15","NA"
"50765","Trfr2","transferrin receptor 2","NA"
"50766","Crim1","cysteine rich transmembrane BMP regulator 1 (chordin like)","NA"
"50767","Pnpla6","patatin-like phospholipase domain containing 6","NA"
"50768","Dlc1","deleted in liver cancer 1","NA"
"50769","Atp8a2","ATPase, aminophospholipid transporter-like, class I, type 8A, member 2","NA"
"50770","Atp11a","ATPase, class VI, type 11A","NA"
"50771","Atp9b","ATPase, class II, type 9B","NA"
"50772","Mapk6","mitogen-activated protein kinase 6","NA"
"50773","Nt5c","5',3'-nucleotidase, cytosolic","00230; 00240; 00760; 01100"
"50774","Krtap5-1","keratin associated protein 5-1","NA"
"50775","Krtap5-4","keratin associated protein 5-4","NA"
"50776","Polg2","polymerase (DNA directed), gamma 2, accessory subunit","01100"
"50778","Rgs1","regulator of G-protein signaling 1","NA"
"50779","Rgs6","regulator of G-protein signaling 6","NA"
"50780","Rgs3","regulator of G-protein signaling 3","04360"
"50781","Dkk3","dickkopf homolog 3 (Xenopus laevis)","NA"
"50782","Rgs11","regulator of G-protein signaling 11","NA"
"50783","Lsm4","LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)","03018; 03040"
"50784","Ppap2c","phosphatidic acid phosphatase type 2C","00561; 00564; 00565; 00600; 01100; 04666; 04975"
"50785","Hs6st1","heparan sulfate 6-O-sulfotransferase 1","00534"
"50786","Hs6st2","heparan sulfate 6-O-sulfotransferase 2","00534"
"50787","Hs6st3","heparan sulfate 6-O-sulfotransferase 3","00534"
"50788","Fbxl8","F-box and leucine-rich repeat protein 8","NA"
"50789","Fbxl3","F-box and leucine-rich repeat protein 3","04710"
"50790","Acsl4","acyl-CoA synthetase long-chain family member 4","00071; 01100; 03320; 04146; 04920"
"50791","Magi2","membrane associated guanylate kinase, WW and PDZ domain containing 2","04530"
"50793","Orc3","origin recognition complex, subunit 3","04110"
"50794","Klf13","Kruppel-like factor 13","NA"
"50795","Sh3bgr","SH3-binding domain glutamic acid-rich protein","NA"
"50796","Dmrt1","doublesex and mab-3 related transcription factor 1","NA"
"50797","Copb2","coatomer protein complex, subunit beta 2 (beta prime)","NA"
"50798","Gne","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase","00520; 01100"
"50799","Slc25a13","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13","NA"
"50800","Nr1h2-ps","nuclear receptor subfamily 1, group H, member 2, pseudogene","NA"
"50817","Solh","small optic lobes homolog (Drosophila)","NA"
"50849","Rnf10","ring finger protein 10","NA"
"50850","Spast","spastin","NA"
"50868","Keap1","kelch-like ECH-associated protein 1","04120"
"50873","Park2","Parkinson disease (autosomal recessive, juvenile) 2, parkin","04120; 04141; 05012"
"50874","Tmod4","tropomodulin 4","NA"
"50875","Tmod3","tropomodulin 3","NA"
"50876","Tmod2","tropomodulin 2","NA"
"50877","Neu3","neuraminidase 3","00511; 00600"
"50878","Stag3","stromal antigen 3","04114"
"50880","Scly","selenocysteine lyase","00450; 01100"
"50883","Chek2","checkpoint kinase 2","04110; 04115"
"50884","Nckap1","NCK-associated protein 1","04810"
"50887","Hmgn5","high-mobility group nucleosome binding domain 5","NA"
"50905","Il17rb","interleukin 17 receptor B","04060"
"50907","Preb","prolactin regulatory element binding","04141"
"50908","C1s","complement component 1, s subcomponent","04610; 05150; 05322"
"50909","C1ra","complement component 1, r subcomponent A","04145; 04610; 05150; 05322"
"50911","Exosc9","exosome component 9","03018"
"50912","Exosc10","exosome component 10","03018"
"50913","Olig2","oligodendrocyte transcription factor 2","NA"
"50914","Olig1","oligodendrocyte transcription factor 1","NA"
"50915","Grb14","growth factor receptor bound protein 14","NA"
"50916","Irx4","Iroquois related homeobox 4 (Drosophila)","NA"
"50917","Galns","galactosamine (N-acetyl)-6-sulfate sulfatase","00531; 01100; 04142"
"50918","Myadm","myeloid-associated differentiation marker","NA"
"50926","Hnrpdl","heterogeneous nuclear ribonucleoprotein D-like","NA"
"50927","Nasp","nuclear autoantigenic sperm protein (histone-binding)","NA"
"50928","Klrg1","killer cell lectin-like receptor subfamily G, member 1","NA"
"50929","Il22","interleukin 22","04060; 04630"
"50930","Tnfsf14","tumor necrosis factor (ligand) superfamily, member 14","04060"
"50931","Il27ra","interleukin 27 receptor, alpha","NA"
"50932","Mink1","misshapen-like kinase 1 (zebrafish)","NA"
"50933","Uchl3","ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)","NA"
"50934","Slc7a8","solute carrier family 7 (cationic amino acid transporter, y+ system), member 8","04974"
"50935","St6galnac6","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6","00604; 01100"
"50994","Mtag2","metastasis associated gene 2","NA"
"50995","Uba2","ubiquitin-like modifier activating enzyme 2","04120"
"50996","Pdcd7","programmed cell death 7","NA"
"50997","Mpp2","membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)","NA"
"51786","Cpsf2","cleavage and polyadenylation specific factor 2","03015"
"51788","H2afz","H2A histone family, member Z","05322"
"51789","Tnk2","tyrosine kinase, non-receptor, 2","NA"
"51791","Rgs14","regulator of G-protein signaling 14","NA"
"51792","Ppp2r1a","protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform","03015; 04114; 04310; 04350; 04530; 04730; 05142; 05160"
"51793","Ddah2","dimethylarginine dimethylaminohydrolase 2","NA"
"51795","Srpx","sushi-repeat-containing protein","NA"
"51796","Srrm1","serine/arginine repetitive matrix 1","03013; 03015"
"51797","Ctps","cytidine 5'-triphosphate synthase","00240; 01100"
"51798","Ech1","enoyl coenzyme A hydratase 1, peroxisomal","04146"
"51799","Rundc3a","RUN domain containing 3A","NA"
"51800","Bok","BCL2-related ovarian killer protein","NA"
"51801","Ramp1","receptor (calcitonin) activity modifying protein 1","04270"
"51810","Hnrnpu","heterogeneous nuclear ribonucleoprotein U","03040"
"51811","Clec4f","C-type lectin domain family 4, member f","NA"
"51812","Mcrs1","microspherule protein 1","NA"
"51813","Ccnc","cyclin C","NA"
"51818","D17Leh66E","DNA segment, Chr 17, Lehrach 66","NA"
"51819","D17Tu32","DNA segment, Chr 17, Tubingen 32","NA"
"51820","D0Wfb1e","DNA segment, Bodmer 1, expressed","NA"
"51821","D17Leh119","DNA segment, Chr 17, Lehrach 119","NA"
"51822","D17Tu42","DNA segment, Chr 17, Tubingen 42","NA"
"51823","D3Abb1e","DNA segment, Chr 3, Abbott 1 expressed","NA"
"51825","D9Sut2e","DNA segment, Chr 9, Sutcliffe 1 expressed","NA"
"51827","D17Sut1e","DNA segment, Chr 17, Sutcliffe 1 expressed","NA"
"51828","D15Abb1e","DNA segment, Chr 15, Abbott 1 expressed","NA"
"51829","D13Abb2e","DNA segment, Chr 13, Abbott 2 expressed","NA"
"51830","D7Trk1e","DNA segment, Chr 7, Tularik 1, expressed","NA"
"51831","D6Trk1e","DNA segment, Chr 6, Tularik 1, expressed","NA"
"51832","D3Ggc1e","DNA segment, Chr 3, G. Consalez 1, expressed","NA"
"51833","D2Uta1e","DNA segment, Chr 2, Uta Francke 1, expressed","NA"
"51834","D2Ggc2e","DNA segment, Chr 2, G. Consalez 2, expressed","NA"
"51835","D2Ggc3e","DNA segment, Chr 2, G. Consalez 3, expressed","NA"
"51836","DXGgc3e","DNA segment, Chr X, G. Consalez 3, expressed","NA"
"51837","DXGgc5e","DNA segment, Chr X, G. Consalez 5, expressed","NA"
"51838","D2Ggc5e","DNA segment, Chr 2, G. Consalez 5, expressed","NA"
"51839","D2Ggc4e","DNA segment, Chr 2, G. Consalez 4, expressed","NA"
"51840","D3Ggc3e","DNA segment, Chr 3, G. Consalez 3, expressed","NA"
"51842","D2Ertd93e","DNA segment, Chr 2, ERATO Doi 93, expressed","NA"
"51843","D2Ertd48e","DNA segment, Chr 2, ERATO Doi 48, expressed","NA"
"51845","D2Ertd63e","DNA segment, Chr 2, ERATO Doi 63, expressed","NA"
"51847","D2Ertd92e","DNA segment, Chr 2, ERATO Doi 92, expressed","NA"
"51848","D2Ggc6e","DNA segment, Chr 2, G. Consalez 6, expressed","NA"
"51849","D3Ggc4e","DNA segment, Chr 3, G. Consalez 4, expressed","NA"
"51850","DXSut1e","DNA segment, Chr X, Sutcliffe 1 expressed","NA"
"51851","D9Sut1e","DNA segment, Chr 9, Sutcliffe 1 expressed","NA"
"51852","D5Sut1e","DNA segment, Chr 5, Sutcliffe 1 expressed","NA"
"51853","D4Sut1e","DNA segment, Chr 4, Sutcliffe 1 expressed","NA"
"51854","D3Sut1e","DNA segment, Chr 3, Sutcliffe 1 expressed","NA"
"51855","D1Sut1e","DNA segment, Chr 1, Sutcliffe 1 expressed","NA"
"51856","D8Sut1e","DNA segment, Chr 8, Sutcliffe 1, expressed","NA"
"51857","D2Sut1e","DNA segment, Chr 2, Sutcliffe 1, expressed","NA"
"51859","D19Ggc1e","DNA segment, Chr 19, G. Consalez 1, expressed","NA"
"51860","D17Ggc2e","DNA segment, Chr 17, G. Consalez 2, expressed","NA"
"51861","D6Sut1e","DNA segment, Chr 6, Sutcliffe 1, expressed","NA"
"51862","D2Bir27e","DNA segment, Chr 2, Birkenmeier 27, expressed","NA"
"51863","D2Bir28e","DNA segment, Chr 2, Birkenmeier 28, expressed","NA"
"51864","D2Ertd173e","DNA segment, Chr 2, ERATO Doi 173, expressed","NA"
"51865","D2Ertd122e","DNA segment, Chr 2, ERATO Doi 122, expressed","NA"
"51867","D2Ertd210e","DNA segment, Chr 2, ERATO Doi 210, expressed","NA"
"51868","D2Ertd168e","DNA segment, Chr 2, ERATO Doi 168, expressed","NA"
"51869","Rif1","Rap1 interacting factor 1 homolog (yeast)","NA"
"51870","D2Ertd112e","DNA segment, Chr 2, ERATO Doi 112, expressed","NA"
"51872","D2Ertd282e","DNA segment, Chr 2, ERATO Doi 282, expressed","NA"
"51873","D2Ertd127e","DNA segment, Chr 2, ERATO Doi 127, expressed","NA"
"51875","Tmem141","transmembrane protein 141","NA"
"51877","D4Ertd290e","DNA segment, Chr 4, ERATO Doi 290, expressed","NA"
"51878","D4Ertd298e","DNA segment, Chr 4, ERATO Doi 298, expressed","NA"
"51879","D3Ertd425e","DNA segment, Chr 3, ERATO Doi 425, expressed","NA"
"51880","D2Ertd239e","DNA segment, Chr 2, ERATO Doi 239, expressed","NA"
"51883","D2Ertd259e","DNA segment, Chr 2, ERATO Doi 259, expressed","NA"
"51885","Tubgcp4","tubulin, gamma complex associated protein 4","NA"
"51886","Fubp1","far upstream element (FUSE) binding protein 1","NA"
"51887","D2Ertd397e","DNA segment, Chr 2, ERATO Doi 397, expressed","NA"
"51889","D3Ertd343e","DNA segment, Chr 3, ERATO Doi 343, expressed","NA"
"51891","D2Ertd468e","DNA segment, Chr 2, ERATO Doi 468, expressed","NA"
"51893","D2Ertd198","DNA segment, Chr 2, ERATO Doi 198","NA"
"51896","D2Ertd357e","DNA segment, Chr 2, ERATO Doi 357, expressed","NA"
"51897","Atg13","ATG13 autophagy related 13 homolog (S. cerevisiae)","NA"
"51898","D3Ertd452e","DNA segment, Chr 3, ERATO Doi 452, expressed","NA"
"51900","D2Ertd329e","DNA segment, Chr 2, ERATO Doi 329, expressed","NA"
"51901","D2Ertd295e","DNA segment, Chr 2, ERATO Doi 295, expressed","NA"
"51902","Rnf24","ring finger protein 24","NA"
"51903","D2Ertd554e","DNA segment, Chr 2, ERATO Doi 554, expressed","NA"
"51904","D3Ertd508e","DNA segment, Chr 3, ERATO Doi 508, expressed","NA"
"51907","D3Ertd547e","DNA segment, Chr 3, ERATO Doi 547, expressed","NA"
"51908","D3Ertd568e","DNA segment, Chr 3, ERATO Doi 568, expressed","NA"
"51909","D3Ertd491e","DNA segment, Chr 3, ERATO Doi 491, expressed","NA"
"51914","D3Ertd108e","DNA segment, Chr 3, ERATO Doi 108, expressed","NA"
"51915","D3Ertd211e","DNA segment, Chr 3, ERATO Doi 211, expressed","NA"
"51917","D2Ertd691e","DNA segment, Chr 2, ERATO Doi 691, expressed","NA"
"51919","D2Ertd634e","DNA segment, Chr 2, ERATO Doi 634, expressed","NA"
"51920","D2Ertd616e","DNA segment, Chr 2, ERATO Doi 616, expressed","NA"
"51922","D2Ertd612e","DNA segment, Chr 2, ERATO Doi 612, expressed","NA"
"51925","D2Ertd640e","DNA segment, Chr 2, ERATO Doi 640, expressed","NA"
"51926","D2Ertd623e","DNA segment, Chr 2, ERATO Doi 623, expressed","NA"
"51927","D3Ertd711e","DNA segment, Chr 3, ERATO Doi 711, expressed","NA"
"51928","D1Ertd692","DNA segment, Chr 1, ERATO Doi 692","NA"
"51929","D1Ertd704e","DNA segment, Chr 1, ERATO Doi 704, expressed","NA"
"51931","D1Ertd799e","DNA segment, Chr 1, ERATO Doi 799, expressed","NA"
"51936","D3Ertd740e","DNA segment, Chr 3, ERATO Doi 740, expressed","NA"
"51937","D3Ertd797e","DNA segment, Chr 3, ERATO Doi 797, expressed","NA"
"51938","Ccdc39","coiled-coil domain containing 39","NA"
"51939","D3Ertd731e","DNA segment, Chr 3, ERATO Doi 731, expressed","NA"
"51940","D1Ertd705e","DNA segment, Chr 1, ERATO Doi 705, expressed","NA"
"51944","D2Ertd750e","DNA segment, Chr 2, ERATO Doi 750, expressed","NA"
"51945","D1Ertd811e","DNA segment, Chr 1, ERATO Doi 811, expressed","NA"
"51949","D19Bir8e","DNA segment, Chr 19, Birkenmeier 8, expressed","NA"
"51951","D17Ertd96e","DNA segment, Chr 17, ERATO Doi 96, expressed","NA"
"51952","D17Ertd29e","DNA segment, Chr 17, ERATO Doi 29, expressed","NA"
"51953","D19Ertd79e","DNA segment, Chr 19, ERATO Doi 79, expressed","NA"
"51956","D13Sut1e","DNA segment, Chr 13, Sutcliffe 1 expressed","NA"
"51957","D12Sut1e","DNA segment, Chr 12, Sutcliffe 1 expressed","NA"
"51959","D7Ertd1e","DNA segment, Chr 7, ERATO Doi 1, expressed","NA"
"51960","Kctd18","potassium channel tetramerisation domain containing 18","NA"
"51963","D6Ggc1e","DNA segment, Chr 6, G. Consalez 1, expressed","NA"
"51966","D11Bhm181e","DNA segment, Chr 11, Boehm 181, expressed","NA"
"51971","D8Ggc2e","DNA segment, Chr 8, G. Consalez 2, expressed","NA"
"51973","DXGgc1e","DNA segment, Chr X, G. Consalez 1, expressed","NA"
"51974","D8Ggc1e","DNA segment, Chr 8, G. Consalez 1, expressed","NA"
"51975","D4Ggc2e","DNA segment, Chr 4, G. Consalez 2, expressed","NA"
"51976","D1Ggc1e","DNA segment, Chr 1, G. Consalez 1, expressed","NA"
"51977","D4Ggc3e","DNA segment, Chr 4, G. Consalez 3, expressed","NA"
"51978","D2Ggc1e","DNA segment, Chr 2, G. Consalez 1, expressed","NA"
"51979","DXGgc2e","DNA segment, Chr X, G. Consalez 2, expressed","NA"
"51980","D6Ggc2e","DNA segment, Chr 6, G. Consalez 2, expressed","NA"
"51981","D5Ggc1e","DNA segment, Chr 5, G. Consalez 1, expressed","NA"
"51982","D1Ggc3e","DNA segment, Chr 1, G. Consalez 3, expressed","NA"
"51983","D1Ggc2e","DNA segment, Chr 1, G. Consalez 2, expressed","NA"
"51984","D4Ggc4e","DNA segment, Chr 4, G. Consalez 4, expressed","NA"
"51985","D3Ggc2e","DNA segment, Chr 3, G. Consalez 2, expressed","NA"
"51986","D14Sut1e","DNA segment, Chr 14, Sutcliffe 1, expressed","NA"
"51987","D12Sut2e","DNA segment, Chr 12, Sutcliffe 2, expressed","NA"
"51988","D8Ggc3e","DNA segment, Chr 8, G. Consalez 3, expressed","NA"
"51990","D9Ertd12e","DNA segment, Chr 9, ERATO Doi 12, expressed","NA"
"51991","D8Ertd67e","DNA segment, Chr 8, ERATO Doi 67, expressed","NA"
"51995","D19Ertd200e","DNA segment, Chr 19, ERATO Doi 200, expressed","NA"
"51996","D8Ertd51e","DNA segment, Chr 8, ERATO Doi 51, expressed","NA"
"51997","D17Ertd165e","DNA segment, Chr 17, ERATO Doi 165, expressed","NA"
"51998","D17Ertd191e","DNA segment, Chr 17, ERATO Doi 191, expressed","NA"
"51999","D17Ertd262e","DNA segment, Chr 17, ERATO Doi 262, expressed","NA"
"52000","D17Ertd277e","DNA segment, Chr 17, ERATO Doi 277, expressed","NA"
"52002","D6Ertd15e","DNA segment, Chr 6, ERATO Doi 15, expressed","NA"
"52003","DXErtd11e","DNA segment, Chr X, ERATO Doi 11, expressed","NA"
"52004","Cdk2ap2","CDK2-associated protein 2","NA"
"52006","D7Ertd59e","DNA segment, Chr 7, ERATO Doi 59, expressed","NA"
"52009","Hn1l","hematological and neurological expressed 1-like","NA"
"52011","D19Ertd132e","DNA segment, Chr 19, ERATO Doi 132, expressed","NA"
"52013","D19Ertd386e","DNA segment, Chr 19, ERATO Doi 386, expressed","NA"
"52014","Nus1","nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)","NA"
"52015","D10Ertd276e","DNA segment, Chr 10, ERATO Doi 276, expressed","NA"
"52016","D19Ertd409e","DNA segment, Chr 19, ERATO Doi 409, expressed","NA"
"52018","D13Ertd570e","DNA segment, Chr 13, ERATO Doi 570, expressed","NA"
"52019","D17Ertd589e","DNA segment, Chr 17, ERATO Doi 589, expressed","NA"
"52020","Umodl1","uromodulin-like 1","NA"
"52023","Pibf1","progesterone immunomodulatory binding factor 1","NA"
"52024","Ankrd22","ankyrin repeat domain 22","NA"
"52027","D17Ertd648e","DNA segment, Chr 17, ERATO Doi 648, expressed","NA"
"52028","Bbs1","Bardet-Biedl syndrome 1 (human)","NA"
"52029","D17Ertd657e","DNA segment, Chr 17, ERATO Doi 657, expressed","NA"
"52033","Pbk","PDZ binding kinase","NA"
"52034","D19Ertd756e","DNA segment, Chr 19, ERATO Doi 756, expressed","NA"
"52036","Ppp6r3","protein phosphatase 6, regulatory subunit 3","NA"
"52037","D17Ertd763e","DNA segment, Chr 17, ERATO Doi 763, expressed","NA"
"52038","D10Ertd755e","DNA segment, Chr 10, ERATO Doi 755, expressed","NA"
"52040","Ppp1r10","protein phosphatase 1, regulatory subunit 10","NA"
"52044","D19Ertd744e","DNA segment, Chr 19, ERATO Doi 744, expressed","NA"
"52046","DXGgc6e","DNA segment, Chr X, G. Consalez 6, expressed","NA"
"52047","D8Ggc4e","DNA segment, Chr 8, G. Consalez 4, expressed","NA"
"52048","D6Ggc3e","DNA segment, Chr 6, G. Consalez 3, expressed","NA"
"52049","D1Ggc4e","DNA segment, Chr 1, G. Consalez 4, expressed","NA"
"52050","DXGgc4e","DNA segment, Chr X, G. Consalez 4, expressed","NA"
"52053","D1Ertd86e","DNA segment, Chr 1, ERATO Doi 86, expressed","NA"
"52054","D4Ertd58e","DNA segment, Chr 4, ERATO Doi 58, expressed","NA"
"52055","Rab11fip5","RAB11 family interacting protein 5 (class I)","04144"
"52056","D1Ertd62e","DNA segment, Chr 1, ERATO Doi 62, expressed","NA"
"52058","D4Ertd76e","DNA segment, Chr 4, ERATO Doi 76, expressed","NA"
"52061","D3Ertd34e","DNA segment, Chr 3, ERATO Doi 34, expressed","NA"
"52062","D9Ertd26e","DNA segment, Chr 9, ERATO Doi 26, expressed","NA"
"52064","Coq5","coenzyme Q5 homolog, methyltransferase (yeast)","00130; 01100"
"52065","Mfhas1","malignant fibrous histiocytoma amplified sequence 1","NA"
"52066","D1Ertd57e","DNA segment, Chr 1, ERATO Doi 57, expressed","NA"
"52067","D8Ertd56e","DNA segment, Chr 8, ERATO Doi 56, expressed","NA"
"52068","D4Ertd78e","DNA segment, Chr 4, ERATO Doi 78, expressed","NA"
"52070","D4Ertd31e","DNA segment, Chr 4, ERATO Doi 31, expressed","NA"
"52071","D8Ertd54e","DNA segment, Chr 8, ERATO Doi 54, expressed","NA"
"52072","D5Ertd77e","DNA segment, Chr 5, ERATO Doi 77, expressed","NA"
"52074","D6Ertd47e","DNA segment, Chr 6, ERATO Doi 47, expressed","NA"
"52076","Tmem38b","transmembrane protein 38B","NA"
"52078","D6Ertd87e","DNA segment, Chr 6, ERATO Doi 87, expressed","NA"
"52079","D1Ertd83e","DNA segment, Chr 1, ERATO Doi 83, expressed","NA"
"52080","D6Ertd90e","DNA segment, Chr 6, ERATO Doi 90, expressed","NA"
"52082","D7Ertd74e","DNA segment, Chr 7, ERATO Doi 74, expressed","NA"
"52086","D1Ertd84e","DNA segment, Chr 1, ERATO Doi 84, expressed","NA"
"52093","D6Ggc4e","DNA segment, Chr 6, G. Consalez 4, expressed","NA"
"52094","D8Ggc5e","DNA segment, Chr 8, G. Consalez 5, expressed","NA"
"52095","D5H4S181E","DNA segment, Chr 5, human D4S181E, expressed","NA"
"52097","D16Ertd6e","DNA segment, Chr 16, ERATO Doi 6, expressed","NA"
"52099","D1Ertd75e","DNA segment, Chr 1, ERATO Doi 75, expressed","NA"
"52100","D11Ertd4e","DNA segment, Chr 11, ERATO Doi 4, expressed","NA"
"52103","D11Ggc1e","DNA segment, Chr 11, G. Consalez 1, expressed","NA"
"52104","D16Ggc1e","DNA segment, Chr 16, G. Consalez 1, expressed","NA"
"52105","D1Ertd164e","DNA segment, Chr 1, ERATO Doi 164, expressed","NA"
"52107","D8Ertd130e","DNA segment, Chr 8, ERATO Doi 130, expressed","NA"
"52108","D9Ertd115e","DNA segment, Chr 9, ERATO Doi 115, expressed","NA"
"52116","D8Ertd317e","DNA segment, Chr 8, ERATO Doi 317, expressed","NA"
"52118","Pvr","poliovirus receptor","NA"
"52120","Hgsnat","heparan-alpha-glucosaminide N-acetyltransferase","00531; 01100; 04142"
"52123","Agpat5","1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)","NA"
"52124","D6Ertd439e","DNA segment, Chr 6, ERATO Doi 439, expressed","NA"
"52132","Ccdc97","coiled-coil domain containing 97","NA"
"52134","D4Ertd510e","DNA segment, Chr 4, ERATO Doi 510, expressed","NA"
"52137","D7Ertd595e","DNA segment, Chr 7, ERATO Doi 595, expressed","NA"
"52138","D5Ertd543e","DNA segment, Chr 5, ERATO Doi 543, expressed","NA"
"52139","D5Ertd560e","DNA segment, Chr 5, ERATO Doi 560, expressed","NA"
"52140","D4Ertd582e","DNA segment, Chr 4, ERATO Doi 582, expressed","NA"
"52141","D6Ertd588e","DNA segment, Chr 6, ERATO Doi 588, expressed","NA"
"52144","D7Ertd661e","DNA segment, Chr 7, ERATO Doi 661, expressed","NA"
"52145","D9Ertd720e","DNA segment, Chr 9, ERATO Doi 720, expressed","NA"
"52149","DXErtd770e","DNA segment, Chr X, ERATO Doi 770, expressed","NA"
"52150","Kcnk6","potassium inwardly-rectifying channel, subfamily K, member 6","NA"
"52151","D14Bur1e","DNA segment, Chr 14, Burmeister 1, expressed","NA"
"52153","D11Jkn1e","DNA segment, Chr 11, Ian Jackson-1, expressed","NA"
"52154","D11Ggc2e","DNA segment, Chr 11, G. Consalez 2, expressed","NA"
"52155","D18Ggc1e","DNA segment, Chr 18, G. Consalez 1, expressed","NA"
"52156","D17Ggc1e","DNA segment, Chr 17, G. Consalez 1, expressed","NA"
"52157","D10Ggc1e","DNA segment, Chr 10, G. Consalez 1, expressed","NA"
"52158","D18Ggc2e","DNA segment, Chr 18, G. Consalez 2, expressed","NA"
"52159","D15Ggc1e","DNA segment, Chr 15, G. Consalez 1, expressed","NA"
"52160","D15Ggc2e","DNA segment, Chr 15, G. Consalez 2, expressed","NA"
"52161","D7Bir19e","DNA segment, Chr 7, Birkenmeier 19, expressed","NA"
"52162","D7Bir18e","DNA segment, Chr 7, Birkenmeier 18, expressed","NA"
"52163","Camk1","calcium/calmodulin-dependent protein kinase I","NA"
"52164","D4Ertd117e","DNA segment, Chr 4, ERATO Doi 117, expressed","NA"
"52165","D2Ertd105e","DNA segment, Chr 2, ERATO Doi 105, expressed","NA"
"52166","D3Ertd302e","DNA segment, Chr 3, ERATO Doi 302, expressed","NA"
"52167","D8Ertd294e","DNA segment, Chr 8, ERATO Doi 294, expressed","NA"
"52168","D7Ertd193e","DNA segment, Chr 7, ERATO Doi 193, expressed","NA"
"52169","D1Ertd182e","DNA segment, Chr 1, ERATO Doi 182, expressed","NA"
