"gene_id","symbol","name","kegg"
"305889","Thtpa","thiamine triphosphatase","00730; 01100"
"305895","Dcaf11","DDB1 and CUL4 associated factor 11","NA"
"305896","Irf9","interferon regulatory factor 9","04380; 04630; 05160"
"305897","Nfatc4","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4","04010; 04310; 04360; 04370; 04650; 04660; 04662"
"305898","RGD1307170","similar to KIAA1305 protein","NA"
"305908","Rnf17","ring finger protein 17","NA"
"305909","Cenpj","centromere protein J","NA"
"305910","Pspc1","paraspeckle component 1","NA"
"305911","RGD1306353","similar to Zinc finger protein 198 (Fused in myeloproliferative disorders protein) (Rearranged in atypical myeloproliferative disorder protein)","NA"
"305913","Zmym2","zinc finger, MYM-type 2","NA"
"305918","Ift88","intraflagellar transport 88 homolog (Chlamydomonas)","NA"
"305922","Lats2","large tumor suppressor, homolog 2 (Drosophila)","NA"
"305923","Zdhhc20","zinc finger, DHHC-type containing 20","NA"
"305930","RGD1559574","similar to 60S ribosomal protein L7","NA"
"305931","Setdb2","SET domain, bifurcated 2","NA"
"305935","Mtmr6","myotubularin related protein 6","00051"
"305938","Spata13","spermatogenesis associated 13","NA"
"305940","Sacs","spastic ataxia of Charlevoix-Saguenay (sacsin)","NA"
"305941","Sgcg","sarcoglycan, gamma (dystrophin-associated glycoprotein)","05410; 05412; 05414; 05416"
"305947","Kcnrg","potassium channel regulator","NA"
"305955","Zc3h13","zinc finger CCCH type containing 13","NA"
"305956","Wdfy2","WD repeat and FYVE domain containing 2","NA"
"305957","Neil2","nei endonuclease VIII-like 2 (E. coli)","03410"
"305960","Xkr6","XK, Kell blood group complex subunit-related family, member 6","NA"
"305963","Pinx1","PIN2/TERF1 interacting, telomerase inhibitor 1","NA"
"305967","Kif13b","kinesin family member 13B","NA"
"305968","Hmbox1","homeobox containing 1","NA"
"305970","Fbxo16","F-box protein 16","NA"
"305972","Zfp395","zinc finger protein 395","NA"
"305974","Scara5","scavenger receptor class A, member 5 (putative)","NA"
"305977","Pnma2","paraneoplastic antigen MA2","NA"
"305984","Cdca2","cell division cycle associated 2","NA"
"305987","Dock5","dedicator of cytokinesis 5","NA"
"305999","Nkx3-1","NK3 homeobox 1","05200; 05215"
"306000","Slc25a37","solute carrier family 25, member 37","NA"
"306004","Rhobtb2","Rho-related BTB domain containing 2","04120"
"306007","RGD1309922","similar to 2610301G19Rik protein","NA"
"306009","Slc39a14","solute carrier family 39 (zinc transporter), member 14","NA"
"306011","Piwil2","piwi-like 2 (Drosophila)","04320"
"306012","Polr3d","polymerase (RNA) III (DNA directed) polypeptide D","00230; 00240; 01100; 03020; 04623"
"306013","Lgi3","leucine-rich repeat LGI family, member 3","NA"
"306014","Reep4","receptor accessory protein 4","NA"
"306015","Fam160b2","family with sequence similarity 160, member B2","NA"
"306022","Fndc3a","fibronectin type III domain containing 3a","NA"
"306026","LOC306026","similar to solute carrier family 25, member 5","NA"
"306027","RGD1562556","similar to 39S ribosomal protein L40, mitochondrial precursor (L40mt)","NA"
"306030","Med4","mediator complex subunit 4","NA"
"306038","Enox1","ecto-NOX disulfide-thiol exchanger 1","NA"
"306055","Pcdh17","protocadherin 17","NA"
"306066","Tdrd3","tudor domain containing 3","NA"
"306071","Lcp1","lymphocyte cytosolic protein 1","NA"
"306073","Kbtbd7","kelch repeat and BTB (POZ) domain containing 7","NA"
"306079","LOC306079","similar to RIKEN cDNA 3100001N19","NA"
"306081","Pcdh20","protocadherin 20","NA"
"306091","Pcdh9","protocadherin 9","NA"
"306096","LOC306096","similar to Dachshund homolog 1 (Dach1)","NA"
"306102","Bora","bora, aurora kinase A activator","NA"
"306103","Dis3","DIS3 mitotic control homolog (S. cerevisiae)","03018"
"306104","Pibf1","progesterone immunomodulatory binding factor 1","NA"
"306110","Klf12","Kruppel-like factor 12","NA"
"306115","RGD1560797","similar to glyceraldehyde-3-phosphate dehydrogenase","00010; 01100; 05010"
"306117","RGD1561609","similar to TBC1 domain family member 4","NA"
"306127","Irg1","immunoresponsive 1 homolog (mouse)","NA"
"306128","Cln5","ceroid-lipofuscinosis, neuronal 5","04142"
"306129","Fbxl3","F-box and leucine-rich repeat protein 3","04710"
"306137","RGD1308297","similar to CG10084-PA","NA"
"306141","Spry2","sprouty homolog 2 (Drosophila)","04630"
"306147","Slitrk1","SLIT and NTRK-like family, member 1","NA"
"306152","Slitrk5","SLIT and NTRK-like family, member 5","NA"
"306157","Gpc5","glypican 5","NA"
"306164","Tgds","TDP-glucose 4,6-dehydratase","NA"
"306165","Gpr180","G protein-coupled receptor 180","NA"
"306166","RGD1565953","similar to multidrug resistance-associated protein 4","NA"
"306168","Sox21","SRY (sex determining region Y)-box 21","NA"
"306170","RGD1560050","similar to heparan sulfate 6-sulfotransferase 3","NA"
"306182","Ipo5","importin 5","NA"
"306183","Farp1","FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)","NA"
"306188","LOC306188","hypothetical LOC306188","NA"
"306197","Tm9sf2","transmembrane 9 superfamily member 2","NA"
"306198","Clybl","citrate lyase beta like","NA"
"306203","Pxk","PX domain containing serine/threonine kinase","NA"
"306204","Flnb","filamin B, beta","04010; 04510"
"306222","Lsm5","LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)","03018; 03040"
"306223","RGD1565017","similar to RS21-C6 protein","NA"
"306226","Duxbl","double homeobox B-like","NA"
"306229","Fam116a","family with sequence similarity 116, member A","NA"
"306231","Pde12","phosphodiesterase 12","NA"
"306237","RGD1308716","similar to retinoblastoma-associated protein 140; CTCL tumor antigen se89-1","NA"
"306238","RGD1560873","similar to RIKEN cDNA E230015L20 gene","NA"
"306243","Cacna2d3","calcium channel, voltage-dependent, alpha2/delta subunit 3","04010; 04260; 05410; 05412; 05414"
"306247","Il17rb","interleukin 17 receptor B","04060"
"306251","Itih1","inter-alpha trypsin inhibitor, heavy chain 1","NA"
"306252","Nek4","NIMA (never in mitosis gene a)-related kinase 4","NA"
"306253","Glt8d1","glycosyltransferase 8 domain containing 1","NA"
"306254","Pbrm1","polybromo 1","NA"
"306255","Nisch","nischarin","NA"
"306257","Bap1","BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)","NA"
"306259","RGD1564325","similar to ribosomal protein S24","NA"
"306260","Capn7","calpain 7","NA"
"306261","Eaf1","ELL associated factor 1","NA"
"306262","Btd","biotinidase","00780; 01100; 04977"
"306264","Ankrd28","ankyrin repeat domain 28","NA"
"306268","Galntl2","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2","NA"
"306270","Oxnad1","oxidoreductase NAD-binding domain containing 1","NA"
"306274","Ercc6","excision repair cross-complementing rodent repair deficiency, complementation group 6","03420"
"306278","Lrrc18","leucine rich repeat containing 18","NA"
"306279","Arhgap22","Rho GTPase activating protein 22","NA"
"306281","Ptpn20b","protein tyrosine phosphatase, non-receptor type 20B","NA"
"306283","Anxa8","annexin A8","NA"
"306284","Gprin2","G protein regulated inducer of neurite outgrowth 2","NA"
"306285","Syt15","synaptotagmin XV","NA"
"306288","Mmrn2","multimerin 2","NA"
"306294","RGD1563218","similar to hypothetical protein 4930474N05","NA"
"306298","RGD1566067","similar to hypothetical protein 4930474N05","NA"
"306306","Fam190b","family with sequence similarity 190, member B","NA"
"306307","Rgr","retinal G protein coupled receptor","NA"
"306312","LOC306312","similar to RNA polymerase II transcription factor SIII subunit A2 (Elongin A2) (EloA2) (Transcription elongation factor B polypeptide 3B)","NA"
"306322","Sdccag3","serologically defined colon cancer antigen 3","NA"
"306324","Tspan14","tetraspanin 14","NA"
"306327","Tmem38a","transmembrane protein 38a","NA"
"306328","Med26","mediator complex subunit 26","NA"
"306330","Klf2","Kruppel-like factor 2 (lung)","NA"
"306332","Ap1m1","adaptor-related protein complex 1, mu 1 subunit","04142"
"306333","Hsh2d","hematopoietic SH2 domain containing","NA"
"306336","RGD1565495","similar to retinoblastoma binding protein 7","NA"
"306338","Abhd8","abhydrolase domain containing 8","NA"
"306340","RGD1563946","similar to mKIAA1623 protein","NA"
"306342","Nxnl1","nucleoredoxin-like 1","NA"
"306344","Arrdc2","arrestin domain containing 2","NA"
"306346","LOC306346","similar to KIAA1683","NA"
"306347","Ell","elongation factor RNA polymerase II","NA"
"306348","RGD1566239","similar to RIKEN cDNA 2810428I15","NA"
"306349","Tmem59l","transmembrane protein 59-like","NA"
"306350","Rent1","regulator of nonsense transcripts 1","NA"
"306351","Gdf1","growth differentiation factor 1","NA"
"306352","Armc6","armadillo repeat containing 6","NA"
"306353","Rfxank","regulatory factor X-associated ankyrin-containing protein","04612; 05340"
"306356","Cilp2","cartilage intermediate layer protein 2","NA"
"306357","Gmip","Gem-interacting protein","NA"
"306365","LOC306365","similar to ankyrin repeat domain 26","NA"
"306366","RGD1563825","similar to ENSANGP00000020885","NA"
"306375","Csgalnact1","chondroitin sulfate N-acetylgalactosaminyltransferase 1","00532; 01100"
"306376","Sh2d4a","SH2 domain containing 4A","NA"
"306380","Psd3","pleckstrin and Sec7 domain containing 3","04144"
"306387","Naf1","nuclear assembly factor 1 homolog (S. cerevisiae)","NA"
"306400","Arhgap35","Rho GTPase activating protein 35","04510; 04670; 04810"
"306404","Spock3","sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3","NA"
"306407","LOC306407","hypothetical LOC306407","NA"
"306409","Ddx60","DEAD (Asp-Glu-Ala-Asp) box polypeptide 60","NA"
"306417","Sh3rf1","SH3 domain containing ring finger 1","NA"
"306424","Mfap3l","microfibrillar-associated protein 3-like","NA"
"306428","RGD1561628","similar to Chain A, T13s Mutant Of Bovine 70 Kilodalton Heat Shock Protein","NA"
"306436","Fbxo8","F-box protein 8","NA"
"306439","Gpm6a","glycoprotein m6a","NA"
"306441","Spata4","spermatogenesis associated 4","NA"
"306444","LOC306444","similar to Protein kinase C-binding protein 1 (Rack7) (Cutaneous T-cell lymphoma associated antigen se14-3) (CTCL tumor antigen se14-3) (Zinc finger MYND domain containing protein 8)","NA"
"306451","Odz3","odz, odd Oz/ten-m homolog 3 (Drosophila)","NA"
"306454","Cldn22","claudin 22","04514; 04530; 04670; 05160"
"306455","Cdkn2aip","CDKN2A interacting protein","NA"
"306456","LOC306456","similar to CG17726-PA","NA"
"306459","Stox2","storkhead box 2","NA"
"306460","Enpp6","ectonucleotide pyrophosphatase/phosphodiesterase 6","00565"
"306464","Mlf1ip","myeloid leukemia factor 1 interacting protein","NA"
"306469","RGD1307325","similar to RIKEN cDNA 4933411K20","NA"
"306471","Snx25","sorting nexin 25","NA"
"306476","LOC306476","similar to 60S ribosomal protein L29 (P23)","NA"
"306478","Atp5hl1","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d-like 1","00190; 01100; 05010; 05012; 05016"
"306487","Mtus1","microtubule associated tumor suppressor 1","NA"
"306490","Mtmr7","myotubularin related protein 7","00051"
"306492","Cnot7","CCR4-NOT transcription complex, subunit 7","03018"
"306504","RGD1304810","similar to 6430573F11Rik protein","NA"
"306505","Lonrf1","LON peptidase N-terminal domain and ring finger 1","NA"
"306506","Pragmin","pragma of Rnd2","NA"
"306508","Mfhas1","malignant fibrous histiocytoma amplified sequence 1","NA"
"306511","RGD1561928","similar to ribosomal protein L9","NA"
"306515","Mboat4","membrane bound O-acyltransferase domain containing 4","NA"
"306516","Gtf2e2","general transcription factor IIE, polypeptide 2, beta","03022"
"306526","Mak16","MAK16 homolog (S. cerevisiae)","NA"
"306527","Dusp26","dual specificity phosphatase 26 (putative)","NA"
"306534","Unc5d","unc-5 homolog D (C. elegans)","04360"
"306540","Got1l1","glutamic-oxaloacetic transaminase 1-like 1","NA"
"306542","Brf2","BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like","NA"
"306543","Gpr124","G protein-coupled receptor 124","NA"
"306544","Prosc","proline synthetase co-transcribed homolog (bacterial)","NA"
"306547","Thap1","THAP domain containing, apoptosis associated protein 1","NA"
"306548","Hook3","hook homolog 3 (Drosophila)","NA"
"306549","Sgk196","protein kinase-like protein SgK196","NA"
"306551","Kcnma3","potassium large conductance pH-sensitive channel, subfamily M, alpha member 3","NA"
"306562","Tacc1","transforming, acidic coiled-coil containing protein 1","NA"
"306564","Htra4","HtrA serine peptidase 4","NA"
"306570","Ank1","ankyrin 1, erythrocytic","NA"
"306571","Kat6a","K(lysine) acetyltransferase 6A","NA"
"306574","Slc25a15","solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15","NA"
"306575","Ckap2","cytoskeleton associated protein 2","NA"
"306576","Nek3","NIMA (never in mitosis gene a)-related kinase 3","NA"
"306582","Agpat5","1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)","NA"
"306586","Amt","aminomethyltransferase","00260; 00670; 00910; 01100"
"306587","Tcta","T-cell leukemia translocation altered gene","NA"
"306589","Klhdc8b","kelch domain containing 8B","NA"
"306594","Mcph1","microcephalin 1","NA"
"306599","Tubgcp3","tubulin, gamma complex associated protein 3","NA"
"306600","Atp11a","ATPase, class VI, type 11A","NA"
"306607","Tmco3","transmembrane and coiled-coil domains 3","NA"
"306608","Proz","protein Z, vitamin K-dependent plasma glycoprotein","NA"
"306616","Myom2","myomesin 2","NA"
"306617","Kbtbd11","kelch repeat and BTB (POZ) domain containing 11","NA"
"306618","RGD1565043","similar to Rho guanine nucleotide exchange factor (GEF) 10","NA"
"306619","Cln8","ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)","NA"
"306622","Erich1","glutamate-rich 1","NA"
"306626","Ing1","inhibitor of growth family, member 1","NA"
"306628","Col4a2","collagen, type IV, alpha 2","04510; 04512; 04974; 05146; 05200; 05222"
"306630","Abhd13","abhydrolase domain containing 13","NA"
"306636","Efnb2","ephrin B2","04360"
"306647","Zfp828","zinc finger protein 828","NA"
"306655","Irx4","iroquois homeobox 4","NA"
"306657","Irx2","iroquois homeobox 2","NA"
"306659","Irx1","iroquois homeobox 1","NA"
"306664","Adamts16","ADAM metallopeptidase with thrombospondin type 1 motif, 16","NA"
"306665","RGD1309747","similar to KIAA0947 protein","NA"
"306672","Papd7","PAP associated domain containing 7","03018"
"306685","RGD1563927","similar to testicular serine protease 1","NA"
"306687","Hiatl1","hippocampus abundant transcript-like 1","NA"
"306695","Zfp367","zinc finger protein 367","NA"
"306718","RGD1564657","similar to cathepsin 1 precursor","NA"
"306720","Ctsm","cathepsin M","04142"
"306722","Dapk1","death associated protein kinase 1","05200; 05219"
"306725","Golph2","golgi phosphoprotein 2","NA"
"306734","Rmi1","RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae)","NA"
"306748","Cxcl14","chemokine (C-X-C motif) ligand 14","04060; 04062"
"306750","Fbxl3-ps1","F-box and leucine-rich repeat protein 3, pseudogene 1","NA"
"306759","Spock1","sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1","NA"
"306760","Dok3","docking protein 3","NA"
"306761","F12","coagulation factor XII (Hageman factor)","04610"
"306764","Nsd1","nuclear receptor binding SET domain protein 1","00310"
"306765","Zfp346","zinc finger protein 346","NA"
"306766","LOC306766","hypothetical LOC306766","NA"
"306767","Arl10","ADP-ribosylation factor-like 10","NA"
"306768","Nop16","NOP16 nucleolar protein homolog (yeast)","NA"
"306771","Fbxo23","F-box only protein 23","NA"
"306782","Ror2","receptor tyrosine kinase-like orphan receptor 2","NA"
"306790","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","04360"
"306792","S1pr3","sphingosine-1-phosphate receptor 3","04080"
"306798","Fam22f","family with sequence similarity 22, member F","NA"
"306804","Iars","isoleucyl-tRNA synthetase","00290; 00970"
"306805","Aspn","asporin","NA"
"306808","Ippk","inositol 1,3,4,5,6-pentakisphosphate 2-kinase","00562; 01100; 04070"
"306809","Bicd2","bicaudal D homolog 2 (Drosophila)","NA"
"306810","Susd3","sushi domain containing 3","NA"
"306811","Wnk2","WNK lysine deficient protein kinase 2","NA"
"306814","Phf2","PHD finger protein 2","NA"
"306816","Zfp169","zinc finger protein 169","NA"
"306817","Dek","DEK oncogene","NA"
"306819","Kdm1b","lysine (K)-specific demethylase 1B","NA"
"306825","Mylip","myosin regulatory light chain interacting protein","NA"
"306840","Sirt5","sirtuin 5","NA"
"306842","Gfod1","glucose-fructose oxidoreductase domain containing 1","NA"
"306844","Phactr1","phosphatase and actin regulator 1","NA"
"306860","Gcnt2","glucosaminyl (N-acetyl) transferase 2, I-branching enzyme","00601; 01100"
"306862","Tfap2a","transcription factor AP-2 alpha","NA"
"306866","Slc35b3","solute carrier family 35, member B3","NA"
"306868","Muted","muted homolog (mouse)","NA"
"306869","Txndc5","thioredoxin domain containing 5","NA"
"306871","Dsp","desmoplakin","05412"
"306872","Cage1","cancer antigen 1","NA"
"306873","Rreb1","ras responsive element binding protein 1","NA"
"306879","Fars2","phenylalanyl-tRNA synthetase 2, mitochondrial","00970"
"306883","Fam50b","family with sequence similarity 50, member B","NA"
"306885","LOC306885","similar to 60S ribosomal protein L7a (Surfeit locus protein 3)","NA"
"306886","Ripk1","receptor (TNFRSF)-interacting serine-threonine kinase 1","04210; 04620; 04622; 04623; 05160"
"306889","RGD1564786","similar to OTTMUSP00000000636","NA"
"306890","Serpinb9e","serine (or cysteine) proteinase inhibitor, clade B, member 9e","NA"
"306891","Serpinb1b","serine (or cysteine) peptidase inhibitor, clade B, member 1b","05146"
"306892","RGD1562844","similar to serine (or cysteine) proteinase inhibitor, clade B, member 9","NA"
"306912","Nonol1","non-POU-domain-containing, octamer binding protein-like 1","NA"
"306926","RGD1563300","similar to 60S ribosomal protein L29 (P23)","NA"
"306929","Prl7a4","prolactin family 7, subfamily a, member 4","NA"
"306934","Fam65b","family with sequence similarity 65, member B","NA"
"306941","Lrrc16a","leucine rich repeat containing 16A","NA"
"306942","Scgn","secretagogin, EF-hand calcium binding protein","NA"
"306945","Hist1h2bh","histone cluster 1, H2bh","05322"
"306950","Slc17a2","solute carrier family 17 (sodium phosphate), member 2","NA"
"306955","Hist1h4h","histone cluster 1, H4h","NA"
"306956","Btn1a1","butyrophilin, subfamily 1, member A1","NA"
"306957","Btn2a2","butyrophilin, subfamily 2, member A2","NA"
"306960","Abt1","activator of basal transcription 1","NA"
"306962","Hist1h2ac","histone cluster 1, H2ac","05322"
"306964","Hist1h2bj","histone cluster 1, H2bj","NA"
"306966","Zfp184","zinc finger protein 184","NA"
"306969","Hist1h2bf","histone cluster 1, H2bf","05322"
"306970","Hist1h2an","histone cluster 1, H2an","05322"
"306974","Zfp192","zinc finger protein 192","NA"
"306976","RGD1559146","sim to piggyBac transposable elem","NA"
"306977","Zkscan3","zinc finger with KRAB and SCAN domains 3","NA"
"306978","RGD1559149","sim to 60S ribosomal protein L7a","03010"
"306991","Vps41","vacuolar protein sorting 41 homolog (S. cerevisiae)","NA"
"306994","Yae1d1","Yae1 domain containing 1","NA"
"306998","Cdk13","cyclin-dependent kinase 13","NA"
"307008","RGD1308147","similar to expressed sequence AW209491","NA"
"307016","Arhgap12","Rho GTPase activating protein 12","NA"
"307023","LOC307023","similar to heat shock protein 8","NA"
"307024","Zfp438","zinc finger protein 438","NA"
"307026","RGD1560737","similar to elicitor-like mating protein M81","NA"
"307029","RGD1562407","similar to WAC","NA"
"307035","Mpp7","membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)","NA"
"307036","Armc4","armadillo repeat containing 4","NA"
"307039","Rab18","RAB18, member RAS oncogene family","NA"
"307042","Epc1","enhancer of polycomb homolog 1 (Drosophila)","NA"
"307049","RGD1564062","similar to ribosomal protein L27a","NA"
"307050","Mtpap","mitochondrial poly(A) polymerase","NA"
"307056","Anln","anillin, actin binding protein","NA"
"307067","Dip2c","DIP2 disco-interacting protein 2 homolog C (Drosophila)","NA"
"307070","Larp4b","La ribonucleoprotein domain family, member 4B","NA"
"307073","RGD1310647","similar to isopentenyl diphosphate delta-isomerase type 2","NA"
"307075","Wdr37","WD repeat domain 37","NA"
"307079","LOC307079","similar to 60S ribosomal protein L21","NA"
"307081","Pitrm1","pitrilysin metallopeptidase 1","NA"
"307084","LOC307084","similar to heat shock protein 8","NA"
"307091","Akr1e2","aldo-keto reductase family 1, member E2","NA"
"307092","Akr1c1","aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)","NA"
"307096","Akr1c19","aldo-keto reductase family 1, member C19","NA"
"307098","Net1","neuroepithelial cell transforming 1","NA"
"307100","Calml3","calmodulin-like 3","04020; 04070; 04114; 04270; 04720; 04722; 04740; 04744; 04910; 04912; 04916; 04970; 04971; 05010; 05214"
"307102","Ankrd16","ankyrin repeat domain 16","NA"
"307106","Sfmbt2","Scm-like with four mbt domains 2","NA"
"307109","Taf3","TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor","NA"
"307124","RGD1560691","similar to calcium/calmodulin-dependent protein kinase 1D","NA"
"307126","Mcm10","minichromosome maintenance complex component 10","NA"
"307128","Frmd4a","FERM domain containing 4A","NA"
"307133","Hspa14","heat shock protein 14","NA"
"307148","Nsun6","NOP2/Sun domain family, member 6","NA"
"307151","Bmi1","Bmi1 polycomb ring finger oncogene","NA"
"307156","Armc3","armadillo repeat containing 3","NA"
"307167","LOC307167","similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)","NA"
"307168","RGD1562205","similar to serine/threonine kinase","NA"
"307169","Mastl","microtubule associated serine/threonine kinase-like","NA"
"307170","Acbd5","acyl-CoA binding domain containing 5","NA"
"307171","Apbb1ip","amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein","NA"
"307178","Arhgap21","Rho GTPase activating protein 21","NA"
"307180","Txndc15","thioredoxin domain containing 15","NA"
"307189","Nebl","nebulette","NA"
"307199","Cd226","CD226 molecule","04514"
"307200","Socs6","suppressor of cytokine signaling 6","NA"
"307202","RGD1564766","similar to H2A histone family, member V isoform 3","NA"
"307203","RGD1559726","similar to melanoma antigen family A, 6","NA"
"307206","Neto1","neuropilin (NRP) and tolloid (TLL)-like 1","NA"
"307210","Timm21","translocase of inner mitochondrial membrane 21 homolog (yeast)","NA"
"307212","Cndp1","carnosine dipeptidase 1 (metallopeptidase M20 family)","00340; 00410; 01100"
"307213","Zfp407","zinc finger protein 407","NA"
"307217","Tshz1","teashirt zinc finger homeobox 1","NA"
"307231","RGD1560225","similar to nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1","04310; 04360; 04370; 04380; 04650; 04660; 04662"
"307234","Kcng2","potassium voltage-gated channel, subfamily G, member 2","NA"
"307235","RGD1311910","similar to hypothetical p38 protein","NA"
"307236","Adnp2","ADNP homeobox 2","NA"
"307237","Pard6g","par-6 partitioning defective 6 homolog gamma (C. elegans)","04144; 04530"
"307239","RGD1561728","similar to ubiquitin specific protease 14","NA"
"307248","Pstpip2","proline-serine-threonine phosphatase-interacting protein 2","NA"
"307249","RGD1308601","similar to hypothetical protein","NA"
"307251","Rnf165","ring finger protein 165","NA"
"307253","Katnal2","katanin p60 subunit A-like 2","NA"
"307263","LOC307263","similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)","NA"
"307270","Me2","malic enzyme 2, NAD(+)-dependent, mitochondrial","00620"
"307271","Mex3c","mex-3 homolog C (C. elegans)","NA"
"307288","Gramd3","GRAM domain containing 3","NA"
"307296","Zfp608","zinc finger protein 608","NA"
"307302","Cep120","centrosomal protein 120","NA"
"307305","Prdm6","PR domain containing 6","NA"
"307309","Sncaip","synuclein, alpha interacting protein","05012"
"307310","Zfp474","zinc finger protein 474","NA"
"307328","LOC307328","similar to Spindlin-like protein 2 (SPIN-2)","NA"
"307332","RGD1561134","similar to goliath-related E3 ubiquitin ligase 4","NA"
"307343","Fam210a","family with sequence similarity 210, member A","NA"
"307347","LOC307347","hypothetical protein LOC307347","NA"
"307348","Spire1","spire homolog 1 (Drosophila)","04320"
"307350","Afg3l2","AFG3 ATPase family gene 3-like 2 (S. cerevisiae)","NA"
"307351","Tubb6","tubulin, beta 6 class V","04145; 04540"
"307358","RGD1565629","similar to collagen and calcium binding EGF domains 1","NA"
"307362","Zfp532","zinc finger protein 532","NA"
"307366","Malt1","mucosa associated lymphoid tissue lymphoma translocation gene 1","04660; 04662"
"307376","RGD1564677","similar to transcription factor ONECUT2","NA"
"307380","Piezo2","piezo-type mechanosensitive ion channel component 2","NA"
"307382","Napg","N-ethylmaleimide-sensitive factor attachment protein, gamma","NA"
"307390","Fbxo38","F-box protein 38","NA"
"307393","Sh3tc2","SH3 domain and tetratricopeptide repeats 2","NA"
"307395","Ablim3","actin binding LIM protein family, member 3","04360"
"307396","Pcyox1l","prenylcysteine oxidase 1 like","NA"
"307398","Arhgef37","Rho guanine nucleotide exchange factor (GEF) 37","NA"
"307401","Pde6a","phosphodiesterase 6A, cGMP-specific, rod, alpha","00230; 04744"
"307403","Csf1r","colony stimulating factor 1 receptor","04060; 04144; 04380; 04640; 05200"
"307404","Arsi","arylsulfatase family, member I","NA"
"307410","Rbm22","RNA binding motif protein 22","03040"
"307412","RGD1305184","similar to CDNA sequence BC023105","NA"
"307414","MGC108823","similar to interferon-inducible GTPase","NA"
"307415","RGD1309362","similar to interferon-inducible GTPase","NA"
"307416","RGD1561768","similar to Rpl7a protein","NA"
"307428","Tnfaip8","tumor necrosis factor, alpha-induced protein 8","NA"
"307429","Dmxl1","Dmx-like 1","NA"
"307446","Ythdc2","YTH domain containing 2","NA"
"307449","Mcc","mutated in colorectal cancers","NA"
"307452","RGD1305704","similar to c-Mpl binding protein","NA"
"307459","Arhgap26","Rho GTPase activating protein 26","NA"
"307465","LOC307465","similar to karyopherin (importin) alpha 2","NA"
"307472","Sh3rf2","SH3 domain containing ring finger 2","NA"
"307474","Tcerg1","transcription elongation regulator 1","03040"
"307475","Gpr151","G protein-coupled receptor 151","NA"
"307479","Jakmip2","janus kinase and microtubule interacting protein 2","NA"
"307480","RGD735029","SEL1 domain containing protein RGD735029","NA"
"307481","Pcdh1","protocadherin 1","NA"
"307482","Fchsd1","FCH and double SH3 domains 1","NA"
"307483","Diaph1","diaphanous homolog 1 (Drosophila)","NA"
"307485","Taf7","TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor","03022"
"307486","Pcdhb22","protocadherin beta 22","NA"
"307487","Pcdhb21","protocadherin beta 21","NA"
"307489","Pcdhb13","protocadherin beta 13","NA"
"307491","Hars2l","histidyl-tRNA synthetase 2-like","00970"
"307492","Hars","histidyl-tRNA synthetase","00970"
"307494","Wdr55","WD repeat domain 55","NA"
"307495","LOC307495","similar to biliverdin reductase B (flavin reductase (NADPH))","NA"
"307498","Pura","purine rich element binding protein A","NA"
"307500","Psd2","pleckstrin and Sec7 domain containing 2","04144"
"307503","Etf1","eukaryotic translation termination factor 1","03015"
"307505","Ctnna1","catenin (cadherin-associated protein), alpha 1, 102kDa","04520; 04530; 04670; 05100; 05200; 05213; 05412"
"307510","RGD1311025","similar to putative nuclear protein","NA"
"307511","Cdc25c","cell division cycle 25 homolog C (S. pombe)","04110; 04114; 04914"
"307514","Epb41l4a","erythrocyte membrane protein band 4.1 like 4A","NA"
"307524","Wdr33","WD repeat domain 33","NA"
"307526","Ammecr1l","AMME chromosomal region gene 1-like","NA"
"307527","Sap130","Sin3A associated protein","NA"
"307540","Celf4","CUGBP, Elav-like family member 4","NA"
"307545","Elp2","elongation protein 2 homolog (S. cerevisiae)","NA"
"307547","Zfp35","zinc finger protein 35","NA"
"307548","Dtna-ps1","dystrobrevin alpha, pseudogene 1","NA"
"307553","Nol4","nucleolar protein 4","NA"
"307555","Asxl3","additional sex combs like 3 (Drosophila)","NA"
